time,low,high,open,close,volume
2024-01-01T00:00:00Z,42261.58,42543.64,42288.58,42452.66,379.19725348
2024-01-01T01:00:00Z,42415,42749.99,42453.83,42594.68,396.20192444
2024-01-01T02:00:00Z,42488.03,42625.68,42594.58,42571.32,227.14116558
2024-01-01T03:00:00Z,42235,42581.26,42571.32,42325.11,306.00569404
2024-01-01T04:00:00Z,42200,42393.48,42325.1,42389.77,296.23364415
2024-01-01T05:00:00Z,42175.65,42396.09,42389.78,42231.47,188.12803304
2024-01-01T06:00:00Z,42199.63,42463.83,42231.47,42400.9,327.01097562
2024-01-01T07:00:00Z,42396.8,42534.49,42400.9,42496.49,407.83509647
2024-01-01T08:00:00Z,42451,42560.26,42496.58,42552.7,134.06671357
2024-01-01T09:00:00Z,42533.77,42692.84,42552.7,42650.97,128.15734914
2024-01-01T10:00:00Z,42625.75,42750,42650.97,42688.5,118.45739606
2024-01-01T11:00:00Z,42598.94,42767.6,42686.73,42690,135.17767163
2024-01-01T12:00:00Z,42610.77,42778.74,42690,42647.83,143.37801956
2024-01-01T13:00:00Z,42608.98,42750,42647.85,42715.88,101.79862461
2024-01-01T14:00:00Z,42581.54,42723.28,42717.53,42635.19,254.33100221
2024-01-01T15:00:00Z,42601.88,42868.74,42633.57,42797.33,323.61489552
2024-01-01T16:00:00Z,42680.01,42880.97,42799.37,42742.35,330.02411038
2024-01-01T17:00:00Z,42720.76,42846.42,42738.88,42833.66,254.87224522
2024-01-01T18:00:00Z,42835.63,43228.37,42835.63,43120.92,625.46169612
2024-01-01T19:00:00Z,43106.97,43567.46,43123.82,43547.61,506.45180878
2024-01-01T20:00:00Z,43537.04,43849.9,43537.04,43701.58,559.329005
2024-01-01T21:00:00Z,43467.97,43800,43703.06,43632.21,313.9919145
2024-01-01T22:00:00Z,43389,43677.06,43631.79,43546.06,247.53944937
2024-01-01T23:00:00Z,43545.99,44240.8,43545.99,44220.78,1273.32282294
2024-01-02T00:00:00Z,44195.13,45250,44220.78,45093.17,3023.79309599
2024-01-02T01:00:00Z,44714.89,45417.45,45093.14,44894.58,1983.08278927
2024-01-02T02:00:00Z,44891.4,45500,44891.41,45485.31,1913.57794861
2024-01-02T03:00:00Z,45178.34,45601,45485.32,45473.97,1512.83393522
2024-01-02T04:00:00Z,45204.47,45544.1,45476.27,45218.83,681.15946183
2024-01-02T05:00:00Z,45131,45370.54,45218.84,45216.32,484.73208503
2024-01-02T06:00:00Z,45166.39,45361.61,45214.41,45208.54,495.63760214
2024-01-02T07:00:00Z,45209.48,45707.69,45209.48,45504.64,976.92127284
2024-01-02T08:00:00Z,45382.34,45899.96,45504.4,45808.07,759.88216942
2024-01-02T09:00:00Z,45667.11,45925.82,45811.28,45711.49,445.16191357
2024-01-02T10:00:00Z,45470.45,45755.41,45709.47,45621.38,364.26498347
2024-01-02T11:00:00Z,45243.78,45740.73,45621.04,45487.83,627.05320656
2024-01-02T12:00:00Z,45312.06,45640.61,45488.9,45339.3,774.42064835
2024-01-02T13:00:00Z,45304.21,45758.91,45339.29,45691.05,1190.57365039
2024-01-02T14:00:00Z,45051.88,45863.46,45690.96,45300.8,1820.2348196
2024-01-02T15:00:00Z,44888.01,45375.82,45305.12,45236.25,2215.95819452
2024-01-02T16:00:00Z,44922.07,45433.69,45235.85,45395.48,1264.45061808
2024-01-02T17:00:00Z,44973.95,45421.4,45395.48,44997.95,1379.44514311
2024-01-02T18:00:00Z,44965.62,45298.73,44995.01,45172.54,1243.5620799
2024-01-02T19:00:00Z,44823.75,45268,45172.24,45055.75,2148.4656125
2024-01-02T20:00:00Z,44759.12,45198.6,45052.18,44801.96,1619.42849644
2024-01-02T21:00:00Z,44630.29,45130,44799.33,45128.54,1239.54014932
2024-01-02T22:00:00Z,44861.08,45307.07,45128.54,45000.74,687.63293989
2024-01-02T23:00:00Z,44812.99,45075.85,45000.37,44972.8,731.57126142
2024-01-03T00:00:00Z,44884.14,45235.2,44972.81,45156.5,735.39433892
2024-01-03T01:00:00Z,45126.68,45356.36,45156.5,45341.12,431.60632334
2024-01-03T02:00:00Z,45239.62,45432.39,45341.12,45299.77,500.96138042
2024-01-03T03:00:00Z,45176.12,45333.64,45303,45286.95,319.77873273
2024-01-03T04:00:00Z,45140.01,45297.02,45289.08,45203.08,307.63754146
2024-01-03T05:00:00Z,45122.08,45312.12,45199.81,45184.54,301.63469103
2024-01-03T06:00:00Z,45172.77,45383.66,45184.18,45344.02,409.60834767
2024-01-03T07:00:00Z,44957.01,45405.55,45348.52,45027.43,351.1015341
2024-01-03T08:00:00Z,45021.26,45223.9,45027.43,45219.26,638.07379955
2024-01-03T09:00:00Z,45200.22,45519.32,45221.54,45358.71,394.51805741
2024-01-03T10:00:00Z,45046.48,45405.81,45358.72,45163.58,284.16231102
2024-01-03T11:00:00Z,43500.01,45191.38,45163.58,43737.06,2503.33868908
2024-01-03T12:00:00Z,40625.68,43755.53,43751.15,42815.1,7304.22692534
2024-01-03T13:00:00Z,42336.01,42847.47,42826.62,42568.41,2379.30524173
2024-01-03T14:00:00Z,42068.74,42570.09,42570.09,42206.31,2346.89530529
2024-01-03T15:00:00Z,42196.68,43055.18,42199.85,43017.35,2535.72538251
2024-01-03T16:00:00Z,42838.11,43598.26,43022.18,43025.7,2158.23244161
2024-01-03T17:00:00Z,42638.37,43063.98,43025.7,42931.89,1749.512694
2024-01-03T18:00:00Z,42012.35,43074.73,42926.82,42263.16,1866.40658356
2024-01-03T19:00:00Z,42169.98,43039.65,42268.77,42613.07,1626.88968386
2024-01-03T20:00:00Z,42537.25,42862.6,42612.31,42739.95,1125.35059939
2024-01-03T21:00:00Z,42600.2,42987.96,42742.69,42943.2,1032.28851452
2024-01-03T22:00:00Z,42609.32,42961.36,42946.4,42764.33,592.97229691
2024-01-03T23:00:00Z,42606.48,42866.04,42764.12,42862.44,386.23092806
2024-01-04T00:00:00Z,42772.39,43000,42860.58,42899.27,445.82953409
2024-01-04T01:00:00Z,42650,42957.71,42899.26,42736.8,417.58586819
2024-01-04T02:00:00Z,42715.95,43247.15,42735.34,43168.23,437.02808255
2024-01-04T03:00:00Z,43030.63,43248.05,43168.23,43138.05,277.04280765
2024-01-04T04:00:00Z,42995,43235.55,43140.26,43187.16,389.67455655
2024-01-04T05:00:00Z,43102.65,43307.18,43183.44,43218.7,232.91566369
2024-01-04T06:00:00Z,43113.07,43266.21,43218.91,43193.14,247.37371639
2024-01-04T07:00:00Z,42795.01,43297.79,43190.63,42795.01,537.25590281
2024-01-04T08:00:00Z,42756.1,43001.49,42801.45,42880.65,298.26623255
2024-01-04T09:00:00Z,42880.64,43114.43,42880.65,43048.96,312.14850639
2024-01-04T10:00:00Z,42699.43,43136.82,43048.96,43121.14,555.51047272
2024-01-04T11:00:00Z,42984.23,43281.13,43117.9,43226.07,409.8596799
2024-01-04T12:00:00Z,43136.57,43461.04,43226.06,43430.62,813.68206418
2024-01-04T13:00:00Z,43211.11,43538.57,43427.03,43391.03,459.43827739
2024-01-04T14:00:00Z,43284.63,43783.72,43392.8,43713.68,1055.37710711
